Dimension = 16591
11518[ms]
3711,1578812165369,152,7573,1578812165369,79,1578812165369,11518,d19f85b444a1bdc63ca3584141b13c4ee02d57d4
3076,9,95,466,0,42,0,3748,a685d286f848de19c26a1c9fff22d5f59103ddac
2957,7,91,557,0,41,0,3711,e25dcdd6b12a965b6eca0c69c847fd0316b1c455
3743,12,84,654,0,42,0,4593,4be0783a8069a97b8ee6d17750e650762ef475a5
4194,14,88,867,0,52,0,5288,2e3df66bb7e347450cebb7409bd49290a4f2541b
5984,14,90,992,0,42,0,7204,02ff6f0e26ebeb123a8b2f8d5e9c09583256f8d5
6431,13,88,920,0,44,0,7569,b70286711ba2fec0e5747f9f308b454253a93898
5508,16,89,910,0,52,0,6646,57e7da8f502cda0cb20d6885765c77d5e3f33ef5
6512,23,99,1556,0,46,0,8341,0ea246b144f7ffb804c815e824e4d59f4b624948
6889,21,102,1577,0,49,0,8745,f8b5dfa21e56455fb111c3bf04c57a7b784dc14e
6872,38,100,1494,0,53,0,8649,f7db8aa81be1e0339a41de1ead9276174bcbe9a5
6028,19,102,1294,0,53,0,7581,1300227c56852ae126f50c60eea20667e40427a5
4728,11,99,988,0,55,0,5980,eb900c26a5ebb804b8cbb375a5b08448aae431eb
22450,12,100,1053,0,57,0,23775,beb95a8e7d5693d541ad6dba4445eb1832b3632f
4618,13,99,930,0,58,0,5805,340ade241dcbcdf191885542420c0f8bfe38ecf4
4049,5,99,607,0,58,0,4906,bfe6dc8bcbbde23f13939901d2605cbb95b049a8
4665,25,105,1180,0,63,0,6165,6607688bf4774c95c7ff99faa209a0caec94fee0
5053,20,120,3674,0,164,0,9153,499f8ec70f91ab623316ab2b2928fd7b5d303ab7
4796,23,104,1024,0,68,0,6122,eb8cd639472d4216d40210463097fd9fa712531a
4781,14,108,1107,0,83,0,6179,e94fefb06fd1eeedb8d9be09fdf9fb9ba333fd37
5126,20,110,1196,0,84,0,6669,fe0f9d865a7b0817c424b240e5010fba40677ff1
4649,17,110,1059,0,86,0,6033,8154b8248fac1eef94182ade2a5741c1db847cba
4701,27,122,1203,0,100,0,6248,4cef21d4a846557adec43b3797268e4b21cbfd3c
5123,18,112,905,0,109,0,6390,292a3b6e4642a378d573745daa7db112dbde4b51
7357,42,127,2111,0,120,0,9883,51e2f71ab1ca431f8b4fde7c35a20c0d738d1077
7932,31,134,1471,0,110,0,9784,3c19503dcfb8e7c33bbcec1017198b31a5ff441c
6564,39,126,1741,0,115,0,8714,32ec6c09c3bc5d2b4b19ebf37a1b5690c9f9cddd
5657,48,124,1529,0,116,0,7596,bf902b1aa4979489b7a2f28c8d26f488d6b0a83d
4754,17,121,1008,0,117,0,6168,083e7040139bfb5a1e6a53577ce1444615f8b9ef
4300,10,120,783,0,129,0,5440,59cf8e5b4ae0537d3e7bed7c3676ad557f9b18d7
4291,19,120,847,0,133,0,5523,b6baef0eabfd72119994b78106237e68de1ed249
4574,27,124,1279,0,122,0,6245,d29fc064732f7220c08bf11b24fc0cd12d7aef7d
4783,21,128,1363,0,130,0,6579,446dca1e93ac363e2d94095a0a336ea2bcd1a3b5
4047,6,120,336,0,124,0,4749,e0feee41c93f086bb4f6e2ce93b398ca324e95aa
4799,33,129,1189,0,142,0,6391,7e87d176006c8239700a5dd58fbfd77d43479da8
5415,35,130,1178,0,139,0,7020,b0f0297a14e60b592d1f9f56ffbdaa6c7fd72c39
4776,16,133,1284,0,145,0,6497,2ae6d2b3ec1a571e15f901f3c78edf69532c31e2
4578,21,135,1263,0,149,0,6272,801797ff05451c4b06821997bf65e44ef145f762
5673,39,136,1584,0,147,0,7698,2e44d8d5c4f0f75f45cd293a03c867ad50567064
5349,15,137,1100,0,161,0,6869,3d72de8a549007395883661fa87eb804b46c11fa
4570,12,138,307,0,161,0,5321,6ce48340730165cecb0633d611a1a90ba9e789f8
4644,23,142,321,0,161,0,5419,a29748b1fdd2d8a462cf23410a03fa7ff697ab64
5485,38,151,441,0,166,0,6400,5fdd97ec4b74ede0810c4a356827c60361be3722
5030,24,149,367,0,184,0,5873,d4a669813a8c5cd9a97ab05a19c73e3bf4cbc8cd
4569,22,147,322,0,173,0,5391,611084568795f09f1e90dd610106d89b0fa108d5
5432,62,155,357,0,174,0,6323,c915426fbe9e69f54517a56b7c531c5bc461efe8
9377,134,170,546,0,200,0,10560,a548f8a802811f2e8b949563eba4b57d5417c97f
7615,50,159,386,0,183,0,8545,3ea64c93667669ada8abfbbe2738c57eb133e8a0
5555,20,152,346,0,187,0,6438,a8aa24b094a1dfd5814f9e999f0474487f356cfe
5153,45,158,401,0,209,0,6095,1fa425466232a5bcd5638d916dfbdfa8b7ec30d1
5711,54,161,381,0,214,0,6644,c9e6e90d7d4ae4cb15174b133879b1fcf4cb7983
4918,19,157,315,0,213,0,5748,d0e1bedd76e738662e7dbccf63bb896daa7d6c77
4615,20,159,311,0,216,0,5475,ee8bd325463cae737e0ffd836a3d5376fe695f3f
4717,19,159,315,0,207,0,5561,8e6432b09df2f4e29dc6dbbffe9b20b1c4d86105
5405,65,164,390,0,208,0,6375,ba34eda59ec39463d1aff0f75ae3100e4fb47838
4852,31,165,341,0,210,0,5742,1d176138d20477e4ae6bea47d87951f91b6ed89c
4207,14,163,308,0,213,0,5082,10214a5bad97632ba13f7d5ff51fa54313b87835
4562,25,164,331,0,216,0,5444,f36668690711593bdd4d3f1fa996d21160bf1619
5675,32,173,418,0,231,0,6668,ed5cfb30f1cd7b613b15fe08364f919a0b8ef56f
5044,38,175,330,0,226,0,5954,951bd29e0aa16cb18c3c1eb52e89504a4518075d
5219,61,190,397,0,228,0,6272,6cfb5cf7f9578bd03e1c18b6db3740bba46f171c
4973,29,175,334,0,240,0,5888,87c310265e6ca2241a17a70822cefff8ef1c69f3
5247,50,188,417,0,234,0,6283,e3075d8eba20c81a6474a5a82a6470e29bef693c
49103,67,180,452,0,236,0,50191,8d6eb30e75fc1b15a2cad99d6664ca5ccc48a215
32705,58,185,433,0,239,0,33802,46b5beeb6879f0398f29d622809600082507a789
6175,54,180,495,0,244,0,7306,9e52a9fa21d1a376702ab0cbbe9fd45de8a1bdbb
6014,85,187,437,0,261,0,7122,a43c36815e18fec6d8cb6505294f080685dbb20d
6832,152,197,635,0,272,0,8241,1ce7a202ded49b8c97837ab5829756386389e026
6378,89,191,471,0,268,0,7570,d5b2ebcebe4137ddaba0861b07b31951c1e73468
8270,143,202,577,0,260,0,9621,aa633be2e1a9e88ed9630be7c482cd7d25f4a702
5905,30,187,350,0,266,0,6889,1ba99c6e3697c5b47c6afaf5a4cd8a70351a6497
4968,68,192,401,0,271,0,6053,ec30c342755fd2dd6d05fc1ae35bb5fb89c72ab1
4918,65,193,434,0,277,0,6061,c32c426ed07f894e2e19439a2f7cf6c575310768
5431,44,192,383,0,273,0,6462,e2401e6ac7d45265db708ec54651868f20fa9276
5666,83,199,437,0,283,0,6826,0eeb35060f9f833ccad7704e7ee7036dae5ae978
5595,80,197,418,0,284,0,6720,3f12984f11c41177fcb2e8e6d06f23b895f2bcc1
5704,75,200,453,0,288,0,6898,a24f83b12e90ce52f41c256dea6e4b9b7528ee2a
6111,83,208,703,0,306,0,7576,7f572647ef4346c1f392c319fc9511785e777912
6635,124,214,883,0,341,0,8362,08940c13c01f6db0b28aa4a9c1f0828b387be08c
6805,112,210,786,0,366,0,8439,65835440d234ef420380f8bc557ae51aefbb3523
6942,113,215,484,0,361,0,8312,1e191f000b96f5acd2e42dab94f569fc64142629
8821,79,207,411,0,352,0,10019,4112dcdd3de53e6dbe37cd6a42f42c76759be184
8347,120,216,680,0,397,0,9929,cb3e53c98ab61b2a5b5a7ca37315be33ee728f9e
6216,104,231,698,0,414,0,7818,4fcec1b06595877bb2d41451006544eb0dde37d2
7014,64,241,500,0,421,0,8443,b2672ba2afb402ec00c89e3b37abbdd74ea817cb
5441,29,213,392,0,408,0,6660,e6708739d3b89aca3129b7b738e917d7e0c825d7
4688,44,214,398,0,412,0,5934,0c912ce0acd168feca0d4beb2cf8d79ae96f8618
5184,160,215,423,0,419,0,6580,92a86b0059270e0db1ac19842bf00bd978325913
4646,28,211,492,0,438,0,6010,9071b4282657ed163bd222e88ea7820af5cb7345
4133,16,211,367,0,435,0,5344,9a5f72c39b015bff8c6540086889d56f86aae320
5203,89,219,567,0,448,0,6710,8e182cc07d7b348de3b7e2f7fc252b21731f6ffc
5042,50,220,449,0,471,0,6394,f4b8c2fe78c67d398bfb03374df8ab742829e097
4961,68,219,513,0,466,0,6430,a85320f1c032bd3f56a475acbe9bb8cb722296a7
5302,57,221,441,0,466,0,6658,5294b777e5d4cb10f8b985d3325d12ca16002b3d
5305,31,221,395,0,460,0,6597,39ef66ba4347e563c9b091571225c4f2e6a49ccc
5990,190,223,481,0,466,0,7522,999618e3c4d0e0c047b9ac537f54c705896ffe80
4491,18,219,391,0,461,0,5801,f89ecd4b63573eb30753e5a42aac18d45ae6b56b
6063,53,227,541,0,488,0,7559,62adb101cc02ccd730626d69d515e9e8aa235683
4989,24,223,369,0,478,0,6272,4245fecb3c224fcf1e0149562e485af7586f1ce2
4389,39,235,448,0,489,0,5764,8eeea7222fc596e98f049ef2e72fa8762aa60427
5229,74,229,501,0,495,0,6739,cb78a66ef00cf01b261b6f5b19718a1d51457509
5808,70,248,575,0,502,0,7367,1f76a64b5d994215fc9e46160aa4310032f2e5fb
5874,196,238,534,0,516,0,7544,42de3039ae226f722d4d8a5b755f6fb5751df64d
