Dimension = 25211
24367[ms]
8180,1578762800647,846,14753,1578762800647,586,1578762800647,24367,c01bc51f8d596d425d897c833ef11ca3670ea984
1731,6,394,334,0,118,0,2725,7c957ec83eeefa8b6d3179f3af0a5dc338d2252b
1924,18,396,623,0,110,0,3272,4b351841fa0b90cb72f5f63c56f06e4511850ac4
1811,11,376,540,0,107,0,2991,a3b4aeecfe9870fd5895cf362cd1e92544ec885a
1692,5,379,503,0,100,0,2833,1a3e82a7f94e63979032ee84b2f8b0c93d441fbd
1782,15,378,605,0,118,0,3048,92459e7a7f87f91fc3012bea9eef870cf464d91f
1870,10,385,591,0,107,0,3162,10a82cda67731941c18256e009edad4a784a2994
2061,15,377,558,0,106,0,3263,edc43458d797a5956f4bf39af18cf62abb0077db
8416,21,385,551,0,98,0,9630,d59ff6c110162fc6f3f62b160ff451bfda871af0
7002,31,384,566,0,101,0,8242,c945af80cfdaf72adb91d6688fb3a4c4f17c0757
1786,3,378,509,0,100,0,2978,faab7a957d31389f4abfd83784f622c91d076f49
1969,13,386,533,0,99,0,3154,28233ffaa436852218113d34aa79b7e54f470ed7
2122,22,383,581,0,102,0,3358,158b7fa6a34006bdc70b515e14e120d3e896589b
1757,3,379,546,0,97,0,2936,866a1f0923b67373701a578e98b74ab2458f74db
1713,4,380,556,0,98,0,2948,05ff5062da5fb4b0c950260ed12af0ae5d8932a4
1975,16,390,561,0,99,0,3194,be361ef2a0b58ce1f3faff7ccabe174e20d50497
1802,5,393,510,0,98,0,2961,8ba288da5dce7bd890dd968ddb9664931099b8c5
2226,19,386,622,0,111,0,3519,4cba1f6bbf7c8f956c95e72c43e517a56b97665b
1812,0,373,346,0,106,0,2827,ad6bf0291a9fed503af3d5e777315a8997571647
2810,40,396,632,0,108,0,4143,4b8f2859ccc4fe1e9b66fbdb332b830b69a9d6cf
2176,14,377,532,0,99,0,3353,74a72ec208671f3ff301b4f6ef703f4957deccea
2058,17,388,634,0,105,0,3359,a5bca4ef034f71175d46462963af2329d22068c2
1926,9,374,557,0,107,0,3164,243ee266339bd4a049ff92e101010242169b7287
2050,23,376,666,0,105,0,3369,77035fa8a92d8c39f4c689e54f46813f203f09a8
3686,76,394,726,0,109,0,5155,a8f374849fe2e2fcd62bbba8be85ccf030c31683
2095,5,375,519,0,107,0,3256,820f08cabdcbb8998050c3d4873e9619d6d8cba4
2016,15,388,528,0,101,0,3244,cec8394b5ccd32259e446f963690dd4784646b4d
2458,27,386,746,0,100,0,3870,f62eba204f367acbfea7e63991524bf981b307f8
2248,43,382,582,0,99,0,3510,aef61bf433a9e9b6e2d98b0fdcce8562c3ad526f
2432,26,386,568,0,103,0,3673,2013e5eef7e08d924237c03196b76a9edf43254a
2421,27,383,607,0,104,0,3740,146604ec43bcd6f977c31775a91022cf9737daf5
1874,3,385,508,0,100,0,3021,e9afdf2f4bddb9d3a5a09aa8eff7fcc49db231d2
2815,44,395,740,0,105,0,4249,858ec11858a914d4c380971985709b6d6b7dd6fc
2202,18,378,593,0,99,0,3446,63be3b78f6e1d92c7f02d4f73a55dd5cefab923b
1922,8,377,520,0,107,0,3125,3e8554a54a95425e93fe49025ccda499a1a93173
1871,10,376,559,0,108,0,3066,00d4f2af8bd6a1b9db2f676cc76b64d98ace99fb
1679,2,385,531,0,100,0,2849,4e182361804f8688cef953c998e24134e606aea4
1691,6,386,568,0,103,0,2906,f31005e340c55948df6ab64370ce5cf202935f89
1809,11,386,517,0,101,0,3022,dbc649fd773e7e16458bfbec2611bf15f4355bc4
1699,6,375,567,0,98,0,2895,6aa2bdf6a01ce099e315cb313396ca4b8415321b
2200,21,382,577,0,107,0,3438,8198a321c9ea2072c5acde438f4d19638e04f6f2
1947,15,391,569,0,101,0,3182,d699ba41349e4ef397222a7223606fa03f4c4870
1722,5,384,514,0,100,0,2919,d3c4c471553265e7517be24bae64b81967f6df40
2158,10,377,516,0,106,0,3311,3f735ae831d3c249378280050b104ff751dfc668
2710,28,382,581,0,105,0,3961,4d894b41cd12179b710526eba9dc62c2b99abc4d
1829,3,383,555,0,99,0,3023,a0d8947acb8b4300cc771b0d5a2f53e4e5148a40
2455,31,394,600,0,103,0,3790,cefd3e507d7cc402225e5da100d05dcafb90c0bd
3529,53,394,715,0,110,0,4962,31400a673325147e1205326008e32135a78b4d8a
2572,40,390,597,0,104,0,3872,7f3e17b4827b61ad84e0774e3e43da4c57c4487f
1803,0,371,390,0,108,0,2833,844a28a9dd1a48045ad1db9246da5e2783c9bd40
2006,14,376,522,0,108,0,3220,8f09ca436dbeda5350a0864adeaa22f920692382
1752,2,373,513,0,102,0,2891,0c5783ff301ae3e470000c918bfc2395129de4c5
1750,8,384,523,0,101,0,2923,77585bce03042e8fee62d8df0dde9c008a904699
1690,3,383,507,0,100,0,2834,2c65856b7b444a5e804d4f694438e7444811d26b
3043,15,392,532,0,100,0,4277,bb818b53d47c77eb58bfce57516fab93d0e6965d
3087,20,383,595,0,103,0,4340,32001ab0b7b4ee143e195f100543f531757a555b
2353,18,383,568,0,106,0,3584,fccebe421d0c410e6378fb281419442c84759213
1910,10,379,524,0,111,0,3085,4333eee82d399df8f724faa331827dcfae1fdf28
1994,20,392,550,0,99,0,3252,d8a42b150fa83de0a058843a4d9d61af3d98e333
2848,56,391,772,0,102,0,4327,b1aebbb6a86e96d7b8f3035ac730dfc24652496c
2069,20,384,552,0,98,0,3280,34c6d9611d23178539ed09b8f2ce40c5788a21cb
3865,87,423,880,0,101,0,5533,7558cc95d31edbf1437321d910562494071c5589
2869,31,400,598,0,111,0,4218,dd917bb793b27f8c7616f0e64f9a119e8d98eb24
2497,17,388,601,0,110,0,3764,0024a3a3b6cfdca9d5c00f8ac5d5809f2e7ec3a5
2213,20,388,624,0,108,0,3510,55566c9a740144439b54ff3aacbd43d11b6de52f
1918,9,381,528,0,108,0,3093,8879fa09ee7aa6232097198b66c3376184b0de06
2243,16,395,609,0,106,0,3576,77049443a1794bc5222aabb051476367fe347202
1704,1,379,399,0,103,0,2737,cb9a0c7987466b130fbced01ab5d5481cf3a16df
2023,23,399,558,0,102,0,3264,e85a5ffba8ae559b612b6fbc07acf1b16636887e
1679,1,381,514,0,107,0,2836,fecfc2b913c4be5eeed24b32ef51a3239580bd1e
3060,59,409,726,0,102,0,4564,16ff08b79443cb1a9963e77530b307156d904d8b
2109,16,384,546,0,109,0,3319,efada2b8e920adfdf7418862e939925d2acd1b89
1925,8,382,595,0,118,0,3176,0294023a6b1c5df7683707a77238ab634d4ea8c1
2338,31,392,594,0,109,0,3616,2bccced110025f48bf426a8a9d7f627ef3663fcd
2003,16,394,546,0,101,0,3259,19f2d6cdae2bfa97c2ce8a7f5ac453a91f40704a
2312,29,393,587,0,110,0,3579,fb1d92a9fa0226c435daf16d08e5d05d6986fc54
2198,24,410,558,0,100,0,3453,d1bdab2fa39f9a29fc806e1f2b6b5428b88d7cc5
3185,28,394,787,0,100,0,4655,68a2e52bbaf98f136a96b3a0d734ca52ca440a95
1877,9,384,584,0,110,0,3157,4c0e97c2d58f1cec9fc24237342962811de3cfee
2137,21,390,580,0,112,0,3394,b2b2491b06074e68fc7c96148cb0fdf0c8eb0469
2468,26,399,619,0,107,0,3779,cf5d38f4b9bcdf035c46ca8b3e5442557a21ef34
