Dimension = 16014
3882[ms]
2888,1578910537327,107,858,1578910537327,26,1578910537327,3882,0bfa36507ce49c8c6f0469afd7daee250ed60cd8
3979,1,53,358,0,14,0,4453,2f3fc4ceb269ba3d0285afb816295ff76e503b10
2185,2,49,309,0,10,0,2601,701a0156d23aeac450057aba421f2c95b5365bc0
1281,1,40,170,0,9,0,1533,92e1bc0807e9a95345f737bcab80c185222c6da1
779,0,36,133,0,9,0,985,736a4d27489980fa3ea6322ad7de27132c8e474d
926,0,39,185,0,10,0,1193,a04d66471422958bfad8b4497d76b1bfdeb064b3
831,0,36,110,0,9,0,1006,867ec77b0d9efa8819be2ebf82cace4600b929ee
684,1,39,164,0,9,0,929,7435b27b914764c3845b4821363ffeb4ddfe89cd
1086,1,39,124,0,9,0,1284,cfa93603e73e635d31be01cdb31dc9959a5ea35c
800,0,38,145,0,8,0,1020,239b313fa1eb77d70ae6352c4a32eb74bdf6bbec
825,0,38,111,0,9,0,1005,2870e59a511c0c6b083096b2f6e4f5d8e180951e
800,1,39,167,0,9,0,1045,6ef87655dc26fd3913828dc4e5c5de0d0c8af9c5
707,0,37,115,0,9,0,893,d9ce954d35df741c0344e59f043b4e41f33c71f4
747,0,40,170,0,8,0,993,3ccfe4645f3f2fef9f0e81f84ba8b768ec489662
789,0,68,140,0,8,0,1029,edd396be180db9bf362a71771449b6daff0cf53c
654,0,38,112,0,8,0,834,4ee2e5c268b44ad68c49168457f64b76e4d64a32
457,1,37,109,0,9,0,639,9bca5c023be1ec45e2abb3a4d864547b4355afe5
728,0,39,159,0,7,0,960,e7bcfc18b72a8ab9ce82137eeb5bcf92f58466cd
877,0,41,173,0,8,0,1129,2fb97663f2446b5bcbecf2bc75d7abe93a6409c5
1138,0,43,214,0,9,0,1436,5c4140f46938604503e556dd490f2817f185526f
869,0,42,156,0,9,0,1106,54e31d0926635fbfb674a17cd0792ede5eb9cab2
869,1,40,149,0,9,0,1100,c31e31c52a1f624e72be505d788db9be42b87e5d
1053,1,41,184,0,9,0,1314,2a9f49ba6cde3f1bdf4a1234a4e4f14773c34736
1356,0,42,180,0,10,0,1619,aa1de6e7132647285a5fe195a3ecd9e5fb5fcdc7
1213,1,41,160,0,11,0,1458,1c62c7f5df7c575e742b6c2ccf5880186a5ba977
779,1,42,149,0,10,0,1008,ae030e51f42c55320ca562382941a157988b2b63
909,0,45,190,0,11,0,1186,9fe3d6599c7ceba2f4b46e9368fdce0286a292ea
1227,1,45,246,0,10,0,1572,525c0f87f85270b57bac7205c2a408fa0b3067fd
1284,1,45,238,0,11,0,1624,c341305e4451b6c8d51f9fb3d3e1fb9a8cbf8aa9
1096,1,45,198,0,12,0,1386,059ad359164e376960bc91ee4bce1e47abb3ef45
1277,0,48,292,0,11,0,1669,af0505dd8ad69538cef3c64f9674c27c1d1775fb
1800,1,62,457,0,12,0,2354,0bf139178affc6edbd26010b96cd727bd1396c84
1459,1,50,275,0,11,0,1841,4143707f041fd01e1dc7211d6372f00e87e4f021
1310,0,52,261,0,12,0,1673,beb603160602909f484f3e8f0a3fa4d3892bbc87
1601,1,52,327,0,13,0,2038,ecf0c1ea9a1b881c8ab49085186e8727b12713ef
1523,0,48,92,0,12,0,1697,c6124454ff66e44effb307402239b0391dd3bd3b
922,0,50,179,0,12,0,1202,d1798179b8f87d6780875f162739a1c8a097bb5a
598,1,46,93,0,12,0,773,e90841384e66d429a773de9fad4bd9f1eb2d65f1
763,1,50,230,0,12,0,1093,bec2a0777e910345fa7877d5aaa209ddde0937e3
648,1,47,138,0,12,0,872,bb346818ed26c53ad76eb78c67b530d8beb58602
693,0,49,191,0,12,0,982,e98cb1b048b0aa576317cf95549f491df73dfbd1
786,0,48,123,0,12,0,995,7f1c7f2156098364dfc7ac831755aacb7cb1ec86
1104,1,54,304,0,13,0,1519,b02276bef6532e1a936d662e051b209777fc5602
4077,1,63,792,0,13,0,4975,b3d619d5071a97c187317264e9cbcd9d4e296f53
2947,1,169,278,0,13,0,3462,972e0a627a9251f0a0560bc0385c82b747722a36
1708,1,55,343,0,13,0,2146,d1f286d9116ebf692d797d4ac5dbd069c4c347e9
2212,1,56,352,0,13,0,2669,aac9052b05385ac3565df6b745d3738f8ce108ce
2322,1,58,457,0,12,0,2883,28fb40a0606391decbcd1d4fe6b6459328416486
1693,1,56,271,0,12,0,2082,d5f835f2ac96ffd314ec798016d0186ae5ca5d1f
7183,1,199,12955,0,65,0,20455,46e8d5e583cce93428bb4ded03054a610eb1dea6
10717,119,164,7830,0,69,0,18988,669a7eae15ea1cf4d43f78955eb15a1b757717f5
6863,64,138,3902,0,81,0,11101,90164753d1d14e419c59128c236c02d0e6030c50
5556,54,141,3576,0,63,0,9453,b9871e6a2d347422629a5e331ff0a2e517212d3b
8519,62,151,4824,0,62,0,13677,6917ba17c20ba24c7e34d08e15b6b472ea12195c
7067,87,131,3225,0,76,0,10636,5a497d7dc79f7b6eda0770262f8d92d099c502c5
6976,68,150,5405,0,65,0,12729,41287dff40cc63d7240f6e33fe85a4df1df98e79
6962,54,144,4005,0,66,0,11315,283bade37c87f86c92763234e886a69eb55cb47d
8054,108,159,4116,0,60,0,12555,2e6e170fb375181f4438e1de44808c7adab508a2
5230,51,117,1423,0,54,0,6947,ad0398c7d2859038e0bd0eddc20c99a247bdc3a5
5153,44,128,2979,0,45,0,8413,7fe9f6ac3dc36fc1920984f6d576b1e7d54edd90
6701,33,135,3390,0,46,0,10394,5578d94e01cf5b036fa71ca974c9dfb43d6f1438
6117,26,127,2455,0,46,0,8823,073e27aa63c5ef5de56f711306fa269a0a3c888f
5636,131,128,3795,0,27,0,9785,fa8ea738744769d76d42b749cc0719dd45b9c4c4
6967,22,107,1824,0,19,0,9003,2cf032e2ec39726aed4c77622b59eadd3828072e
5502,2,98,1049,0,21,0,6742,e5af347f9867bebfe877a0d72f5eeba520daf7d9
5218,6,105,1781,0,21,0,7173,8da6b3ac95b0e5a1a347169caa2af8b34a936719
6203,33,103,2057,0,19,0,8490,c6c232893c39257745a8f7a618bcdb5c59791cae
